usage_date_utc,model,workspace,api_key,usage_type,context_window,token_type,cost_usd,cost_type
2026-01-06,Claude Haiku 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,output,1.06,token
2026-01-06,Claude Opus 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_no_cache,0.80,token
2026-01-06,Claude Opus 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_cache_read,60.57,token
2026-01-06,Claude Opus 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_cache_write_5m,69.07,token
2026-01-06,Claude Opus 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,output,15.54,token
2026-01-06,Claude Sonnet 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_no_cache,0.23,token
2026-01-06,Claude Sonnet 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_cache_read,1.81,token
2026-01-06,Claude Sonnet 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_cache_write_5m,3.63,token
2026-01-06,Claude Sonnet 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,output,2.03,token
2026-01-07,--,Claude Code,claude_code_key_uranuslight_jgiv,--,--,--,0.19,web_search
2026-01-07,Claude Haiku 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_no_cache,1.18,token
2026-01-07,Claude Haiku 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_cache_read,0.98,token
2026-01-07,Claude Haiku 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_cache_write_5m,1.37,token
2026-01-07,Claude Haiku 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,output,0.85,token
2026-01-07,Claude Opus 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_no_cache,1.23,token
2026-01-07,Claude Opus 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_cache_read,33.99,token
2026-01-07,Claude Opus 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_cache_write_5m,63.48,token
2026-01-07,Claude Opus 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,output,8.63,token
2026-01-07,Claude Sonnet 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_no_cache,0.27,token
2026-01-07,Claude Sonnet 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_cache_read,7.21,token
2026-01-07,Claude Sonnet 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_cache_write_5m,9.53,token
2026-01-07,Claude Sonnet 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,output,3.73,token
2026-01-07,Claude Sonnet 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,output,1.43,token
2026-01-08,--,Claude Code,claude_code_key_uranuslight_jgiv,--,--,--,0.01,web_search
2026-01-08,Claude Haiku 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_no_cache,0.48,token
2026-01-08,Claude Haiku 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_cache_read,0.07,token
2026-01-08,Claude Haiku 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_cache_write_5m,0.30,token
2026-01-08,Claude Haiku 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,output,0.16,token
2026-01-08,Claude Opus 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_no_cache,0.04,token
2026-01-08,Claude Opus 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_cache_read,17.11,token
2026-01-08,Claude Opus 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_cache_write_5m,24.02,token
2026-01-08,Claude Opus 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_cache_write_5m,11.42,token
2026-01-08,Claude Opus 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,output,3.55,token
2026-01-08,Claude Sonnet 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_no_cache,0.16,token
2026-01-08,Claude Sonnet 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_cache_read,2.87,token
2026-01-08,Claude Sonnet 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,input_cache_write_5m,4.21,token
2026-01-08,Claude Sonnet 4.5,Claude Code,claude_code_key_uranuslight_jgiv,message,≤ 200k,output,2.96,token
